frame,knee,hip,torso
0,177.51472157938468,170.20049791899277,5.931669129991154
1,177.53114379009568,170.25995979489804,5.919652629058791
2,177.52832743873088,170.3000872694272,5.9107527892210685
3,177.5450028240353,170.3553761391978,5.898410764951218
4,177.55870248243255,170.38893483324506,5.892605548821598
5,177.58708568884654,170.41957969151858,5.888991723391106
6,177.6078259702066,170.43630315406403,5.891156958001916
7,177.61851689387916,170.44478585040903,5.896339936128388
8,177.63061510908034,170.4574241040528,5.8991346036018495
9,177.64182834970111,170.465002320075,5.903212182271739
10,177.64946355535196,170.4727627455382,5.905829434124537
11,177.66193982383547,170.47938376880634,5.910594832891623
12,177.6731277717685,170.48510661272755,5.915044657238155
13,177.6878450974401,170.49414357560323,5.917364060889634
14,177.70497165477101,170.5041215578997,5.919120124079125
15,177.7266750428539,170.5159626482629,5.920432881212426
16,177.74194634891663,170.51710734227697,5.928555753582135
17,177.75221206373018,170.51915784933732,5.934486232435307
18,177.76733126740325,170.52611300471327,5.936771550495183
19,177.77708778040758,170.53158922502507,5.938631636399128
20,177.79137961187848,170.53890212478083,5.940144827604315
21,177.80625873107766,170.54707728282185,5.94056329117523
22,177.8213269508825,170.55576692358278,5.940291924506426
23,177.83196791718163,170.56132552728621,5.941272155416024
24,177.83616251499637,170.56388612275717,5.941934777236059
25,177.84499194689474,170.56888273760958,5.9423000110214685
26,177.8572841114333,170.57563450596098,5.942637730443631
27,177.8680074056831,170.58050272389485,5.943772406953148
28,177.8780692062016,170.58198089889345,5.945546224684481
29,177.87882354293677,170.57522222867473,5.950107251599275
30,177.88088416631228,170.5755898401392,5.950172005820215
31,177.89084105936726,170.58609201322147,5.94545845795909
32,177.9022856494845,170.59361934626344,5.944726977309073
33,177.9062525551577,170.59825989184307,5.943922029292994
34,177.9116812718668,170.6052290680309,5.9418510049938495
35,177.92309015107855,170.6141387037555,5.941115193478588
36,177.93021147929807,170.6217520505449,5.94050035541173
37,177.93054596362592,170.62506064481323,5.940005021075388
38,177.9291136584597,170.62651433069195,5.940137322527422
39,177.9313635292539,170.62914080347284,5.9405259666101005
40,177.94112535788057,170.63809798776109,5.93772121157198
41,177.94672563133778,170.64230139511417,5.937744215007753
42,177.94706528538617,170.64441678414428,5.936372515890828
43,177.9504472205314,170.64799539485557,5.934707662194417
44,177.9557054016738,170.65219085798347,5.932954716918234
45,177.9614548671788,170.65755488501338,5.930524404091036
46,177.97371060201937,170.66436092750448,5.930700534310178
47,177.9860165621044,170.6712811212635,5.930642249321535
48,177.9944665974783,170.67676435637975,5.931105200887893
49,178.00064694560814,170.67965570209026,5.93213305172844
50,178.0092235814292,170.68530511035414,5.932512841011849
51,178.02246894835542,170.69308131930234,5.933478292160293
52,178.03678804098328,170.7013267452236,5.933759296596266
53,178.05035411273565,170.71103491963072,5.932640036109109
54,178.06365692556057,170.7200932992949,5.931302590004536
55,178.08763625297593,170.73601777679738,5.929673903447362
56,178.1067734727449,170.76127725980106,5.922401365204427
57,178.10746721121959,170.7647549745956,5.9175667559084495
