frame,knee,hip,torso
0,176.04492554262433,173.98793761609062,0.47944792157063076
1,176.07006146662272,173.73295072909545,0.6943329673345359
2,176.0537434471034,173.58254149787052,0.8414610283742501
3,176.03135237626904,173.49126867825345,0.9110270139082144
4,176.05785258237697,173.46524503234863,0.9535186194627506
5,176.08145202367777,173.41016177467787,1.0232845085203257
6,176.12463314730402,173.3853499808043,1.0746843617013513
7,176.18337909560674,173.41337740037693,1.0897345456522376
8,176.2142733180114,173.42948304589672,1.0957268505722955
9,176.23754668402444,173.4403745288576,1.0973053378276376
10,176.25379209992735,173.45237636808048,1.0941095979054527
11,176.28148214652006,173.46922766807884,1.0916919786136803
12,176.2887891345529,173.47846131493918,1.0865307441068752
13,176.300439125311,173.49065599395968,1.081714333118341
14,176.31711347781797,173.5022053744271,1.0792475856992672
15,176.34380980081303,173.52085618837125,1.0738332505883172
16,176.34276320411215,173.53044972953293,1.0711558069407885
17,176.34434444759034,173.54229471729346,1.0677649623622627
18,176.349213661154,173.550852830893,1.0651879987222193
19,176.3528052877479,173.55516383651857,1.0633788648588722
20,176.3480570062159,173.55322129653868,1.0623933370507694
21,176.32362800275806,173.54631212958168,1.059374863212612
22,176.31299511723017,173.54233938653604,1.058639441472954
23,176.30685910306283,173.53993241909401,1.0580126247076322
24,176.3042967187093,173.5365876063884,1.0593719824450911
25,176.29771856453382,173.52867090072348,1.0616246651903165
26,176.2865280638162,173.52135330670126,1.0623306821684322
27,176.16257085551842,173.465310197274,1.0543828056974853
28,175.90742764514627,173.2838724013495,1.0824290624507444
29,175.70618703367603,172.96573082815564,1.2334875157783196
30,179.7994323431669,175.8544829896622,8.430652063441913
31,179.72493443276494,175.824814805638,8.441502321169388
32,179.31241328036225,175.9430211040198,8.471347466214219
33,178.79949377647546,176.24896985213263,8.416149654620282
34,178.5814112870799,176.42183865782883,8.347675605185579
35,178.39612122120843,176.53539525812747,8.331996494773453
36,178.40708112361105,176.5144911979132,8.341019993081638
37,178.43708570977606,176.4493031132985,8.373405776757135
38,178.45274488423854,176.416924535291,8.387747599878855
39,178.473012474245,176.37849901366283,8.400146353789255
40,178.50017022609916,176.3400099938214,8.391476999062059
